step,model,entropy,expected_J,optimality_gap,regret,stability_tv,infeasible_mass,expected_x_cost,expected_y_flexibility
43,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
44,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
45,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
46,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
47,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
48,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
49,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
50,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
51,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
52,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
53,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
54,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
55,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
56,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
57,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
58,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
59,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
60,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
61,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
62,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
63,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
64,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
65,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
66,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
67,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
68,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
69,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
70,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
71,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
72,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
73,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
74,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
75,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
76,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
77,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
78,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
79,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
80,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
81,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
82,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
83,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
84,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
85,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
86,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
87,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
88,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
89,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
90,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
91,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
92,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
93,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
94,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
95,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
96,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
97,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
98,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
99,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
100,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
101,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
102,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
103,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
104,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
105,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
106,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
107,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
108,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
109,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
110,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
111,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
112,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
113,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
114,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
115,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
116,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
117,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
118,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
119,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
120,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
121,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
122,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
123,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
124,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
125,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
126,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
127,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
128,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
129,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
130,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
131,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
132,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
133,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
134,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
135,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
136,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
137,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
138,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
139,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
140,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
141,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
142,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
143,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
144,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
145,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
146,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
147,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
148,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
149,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
150,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
151,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
152,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
153,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
154,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
155,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
156,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
157,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
158,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
159,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
160,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
161,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
162,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
163,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
164,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
165,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
166,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
167,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
168,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
169,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
170,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
171,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
172,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
173,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
174,Static recommender,3.9901288987707706,0.011855135609553258,0.011855135609553258,0.0022763275345427177,0.0,4.7140435516152943e-42,0.023621354683841377,0.7246376811594203
