step,scenario,infeasible_mass,entropy,expected_J
11,Repeated LLM,9.53539706817824e-08,7.0653106239372265,0.22901332620314652
12,No LLM,0.26928555620303707,7.225845893282308,0.4742889611886034
12,One-shot LLM then removed,0.03498675634683693,6.935555112258223,0.44521647482755866
12,Repeated LLM,1.198713905076958e-07,7.013614864104811,0.21206276393987109
13,No LLM,0.26710452043703276,7.226652605986251,0.4736524110665328
13,One-shot LLM then removed,0.03444211032076659,6.9369376960515226,0.4444730568068836
13,Repeated LLM,1.5420360439524647e-07,6.963595854009043,0.19716943670090273
14,No LLM,0.2649310008893915,7.227457651061467,0.47301273177164865
14,One-shot LLM then removed,0.03393588330565412,6.938361910391034,0.4437250513225743
14,Repeated LLM,2.0154834275097348e-07,6.917005761082158,0.18405792785593378
15,No LLM,0.2627650665823028,7.2282610874682485,0.4723699206074386
15,One-shot LLM then removed,0.0334628311414297,6.939817718765635,0.4429725246516259
15,Repeated LLM,2.655942260124577e-07,6.874465253333804,0.17244502101650994
16,No LLM,0.2606067862327971,7.229062972324422,0.4717239751573792
16,One-shot LLM then removed,0.033018330560518935,6.941294178972605,0.44221547339193934
16,Repeated LLM,3.5051588513850814e-07,6.835890940314707,0.1620735460205877
17,No LLM,0.25845622822036707,7.229863360914263,0.4710748932808988
17,One-shot LLM then removed,0.032598692791099546,6.942785793878921,0.4414538406764019
17,Repeated LLM,4.6096452652437727e-07,6.800824560907788,0.15272558870169944
18,No LLM,0.25631346055504695,7.230662306669295,0.4704226731097149
18,One-shot LLM then removed,0.03220106011684254,6.944290980151457,0.4406876624552066
18,Repeated LLM,6.020413464691308e-07,6.768649314461891,0.14422377286210133
19,No LLM,0.25417855084600827,7.231459861112546,0.4697673130445417
19,One-shot LLM then removed,0.031821889799742716,6.945798887840329,0.43991683600279985
19,Repeated LLM,7.792496998877727e-07,6.738715455362884,0.1364269638647735
20,No LLM,0.25205156627072445,7.232256073758314,0.4691088117521713
20,One-shot LLM then removed,0.03145839910288265,6.947305365568296,0.4391412452012835
20,Repeated LLM,9.984250996375352e-07,6.710404871282045,0.12922415580451585
21,No LLM,0.2499325735447574,7.233050991958548,0.46844716816291987
21,One-shot LLM then removed,0.031109351366411294,6.948813416156578,0.43836093750038924
21,Repeated LLM,1.2656442812869187e-06,6.683159415038939,0.12252841784871515
22,No LLM,0.2478216388922108,7.233844660684017,0.4677823814684403
22,One-shot LLM then removed,0.03077281359522615,6.950322318833279,0.4375758074610959
22,Repeated LLM,1.587116280673298e-06,6.656489905879732,0.11627165097827331
23,No LLM,0.24571882801689432,7.234637122222446,0.4671144511198909
23,One-shot LLM then removed,0.03045025314206813,6.951854721234123,0.43678580444852644
23,Repeated LLM,1.9690598496681284e-06,6.629975967909994,0.11040033034180416
24,No LLM,0.24362420607423702,7.235428415764381,0.46644337682645753
24,One-shot LLM then removed,0.030144543859321495,6.95343392717403,0.43599120915353495
24,Repeated LLM,2.417572576659687e-06,6.603262198756193,0.10487215817260141
25,No LLM,0.24153783764398556,7.236218576826016,0.4657691585542173
25,One-shot LLM then removed,0.02985499641314256,6.955043539459215,0.4351920811090359
25,Repeated LLM,2.9384977343910683e-06,6.576053310896883,0.09965347090117752
26,No LLM,0.2394597867037186,7.237007636411544,0.4650917965253393
26,One-shot LLM then removed,0.02958026870531387,6.956670522930482,0.4343884277081288
26,Repeated LLM,3.537295098847259e-06,6.548109316077408,0.09471723933251092
27,No LLM,0.23739011663332,7.237795620501215,0.46441129122907254
27,One-shot LLM then removed,0.029319100161240903,6.958304745414415,0.4335802507123886
27,Repeated LLM,4.218921746801603e-06,6.519241042700564,0.09004152437403452
28,No LLM,0.23532889011941946,7.238582546364875,0.4637276433948184
28,One-shot LLM then removed,0.029070352797171635,6.959938861676763,0.4327675439130695
28,Repeated LLM,4.987728168029221e-06,6.489305943506049,0.08560828039779844
29,No LLM,0.2332761691870426,7.239368419835671,0.46304085400788453
29,One-shot LLM then removed,0.028832940669108943,6.961567311864542,0.4319502993318073
29,Repeated LLM,5.84737398873771e-06,6.458204051435961,0.08140242495133483
30,No LLM,0.23123201618760827,7.240153250095579,0.4623509246577849
30,One-shot LLM then removed,0.028606008469316976,6.963187156324583,0.4311285032016431
30,Repeated LLM,6.800766301072619e-06,6.425873951193759,0.07741111461392783
31,No LLM,0.22919649709109352,7.2409370960435675,0.46165785861218717
31,One-shot LLM then removed,0.028388518438888625,6.964793541999859,0.4303021662944426
31,Repeated LLM,7.850022158256039e-06,6.392288685069303,0.07362318241697856
32,No LLM,0.22716969014103638,7.241720184325407,0.4609616636635046
32,One-shot LLM then removed,0.02817937615438138,6.966382384447,0.42947130793288774
32,Repeated LLM,8.996455359732527e-06,6.357451569159608,0.07002870340358701
33,No LLM,0.22515169737168095,7.2425030480380075,0.46026235600662124
33,One-shot LLM then removed,0.027977540690244183,6.967950814324908,0.4286359480343346
33,Repeated LLM,1.0240586337253596e-05,6.321391941600956,0.0666186627270401
34,No LLM,0.2231426497791899,7.24328659321851,0.4595599624709393
34,One-shot LLM then removed,0.027782024457388074,6.969496878167002,0.4277961070971529
34,Repeated LLM,1.1582172856805132e-05,6.284160871047171,0.06338470616409461
35,No LLM,0.22114269086504643,7.244071879239369,0.4588545155357886
35,One-shot LLM then removed,0.027591892895808573,6.971019372682251,0.4269518061948805
35,Repeated LLM,1.302025642696492e-05,6.24582848984028,0.060318960047245206
36,No LLM,0.21915193905354727,7.244859665990248,0.45814604097806244
36,One-shot LLM then removed,0.027406264044204987,6.972517727313717,0.4261030669714339
36,Repeated LLM,1.45532346151957e-05,6.206480601332023,0.05741390547264419
37,No LLM,0.21717048633323893,7.245650563921329,0.45743455739484284
37,One-shot LLM then removed,0.02722430799534958,6.973991912589571,0.4252499116362943
37,Repeated LLM,1.6178922154221507e-05,6.166208490984286,0.0546622744493789
38,No LLM,0.21519835496325107,7.246444334640532,0.4567200593337546
38,One-shot LLM then removed,0.02704524624327857,6.975442363720564,0.42439236295966654
38,Repeated LLM,1.789462033494586e-05,6.1251097402208305,0.0520569915030027
39,No LLM,0.21323553453291055,7.247240428934218,0.45600252944339864
39,One-shot LLM then removed,0.026868350885952276,6.9768699387075666,0.4235304442649982
39,Repeated LLM,1.969722720049273e-05,6.083285512248929,0.04959114585311277
40,No LLM,0.21128199151277402,7.248037991004326,0.45528194081293755
40,One-shot LLM then removed,0.02669294391355564,6.9782757850539285,0.42266417944460677
40,Repeated LLM,2.158330563393534e-05,6.040838280698771,0.04725798203538458
41,No LLM,0.20933769283314346,7.248836104416711,0.4545582654756941
41,One-shot LLM then removed,0.026518396276833837,6.979661342382121,0.42179359291699686
41,Repeated LLM,2.3549162414588832e-05,5.997869684531374,0.04505090123319934
42,No LLM,0.20740262472972146,7.249634030157601,0.45383148235051085
42,One-shot LLM then removed,0.026344126792364225,6.981028276073625,0.42091870956447774
42,Repeated LLM,2.559092311615529e-05,5.9544785527383395,0.04296346769714022
43,No LLM,0.20547678954187912,7.250431147173446,0.45310157615085467
43,One-shot LLM then removed,0.02616960037360798,6.9823783626387295,0.4200395546237715
43,Repeated LLM,2.7704601039321162e-05,5.9107593065113955,0.040989418619799455
44,No LLM,0.2035602109565544,7.251227096447931,0.4523685404951222
44,One-shot LLM then removed,0.02599432797292347,6.98371341633948,0.4191561541654586
44,Repeated LLM,2.9886159066856297e-05,5.866800713837962,0.03912267624104705
45,No LLM,0.20165292191774298,7.252021625822524,0.4516323737656054
45,One-shot LLM then removed,0.02581786477054569,6.985035211090467,0.41826853471676856
45,Repeated LLM,3.213156386349052e-05,5.822685041050304,0.037357360718362174
46,No LLM,0.19975496453469754,7.252814612780421,0.4508930789139061
46,One-shot LLM then removed,0.025639808952750167,6.986345402745328,0.4173767233863156
46,Repeated LLM,3.443683233392766e-05,5.778487489489962,0.03568780221099298
47,No LLM,0.19786638591667421,7.25360600461216,0.45015066160810324
47,One-shot LLM then removed,0.02545980045303809,6.987645473906797,0.4164807479129603
47,Repeated LLM,3.6798070468727935e-05,5.734275901824664,0.034108551482798975
48,No LLM,0.1959872371873052,7.254395808630554,0.4494051297897432
48,One-shot LLM then removed,0.025277519551842213,6.988936693217196,0.415580636733604
48,Repeated LLM,3.921150501184298e-05,5.690110666709239,0.032614388228450295
49,No LLM,0.1941175740469652,7.255184100537012,0.448656493761906
49,One-shot LLM then removed,0.025092685421959512,6.99022010061682,0.4146764189560514
49,Repeated LLM,4.1673508490995145e-05,5.6460447837678975,0.03120032690582476
50,No LLM,0.19225745778186087,7.255971032735918,0.4479047664574221
50,One-shot LLM then removed,0.024905054571542438,6.9914965558502296,0.41376812336899843
50,Repeated LLM,4.418061826569452e-05,5.602124041092627,0.029861619973044054
51,No LLM,0.19040695495555332,7.25675682290856,0.44714996328857975
51,One-shot LLM then removed,0.024714419390800352,6.992766690822601,0.4128557795698128
51,Repeated LLM,4.6729549692521e-05,5.558387382107324,0.02859375919171301
52,No LLM,0.18856613657254634,7.257541750208821,0.4463921018238
52,One-shot LLM then removed,0.024520606593382864,6.994030954483426,0.41193941728578853
52,Repeated LLM,4.9317203880302956e-05,5.514868365709739,0.027392477559249322
53,No LLM,0.18673507865032885,7.25832616076505,0.44563120220737323
53,One-shot LLM then removed,0.024323475714050184,6.995289611764569,0.4110190670987789
53,Repeated LLM,5.1940687072900196e-05,5.471592270608022,0.02625373475279707
54,No LLM,0.18491384703895966,7.259110290272582,0.44486728199106784
54,One-shot LLM then removed,0.024122917554932895,6.9965427895656696,0.41009476007112833
54,Repeated LLM,5.4597281953606315e-05,5.42857895224783,0.02517371988555206
55,No LLM,0.1831025058349633,7.259894372924164,0.4441003590330168
55,One-shot LLM then removed,0.023918852618632556,6.997790504430762,0.40916652773854295
55,Repeated LLM,5.7284475820308335e-05,5.385842958606897,0.024148844568092843
56,No LLM,0.1813011128009968,7.260678645430158,0.4433304499488598
56,One-shot LLM then removed,0.02371122955972406,6.9990326912590906,0.4082344021123827
56,Repeated LLM,5.9999947079577766e-05,5.343393861960325,0.023175735172557912
57,No LLM,0.17950970087509607,7.261463033219142,0.4425575634974391
57,One-shot LLM then removed,0.023500023588015388,7.00026922991772,0.40729841566129266
57,Repeated LLM,6.274156046221763e-05,5.301236685309927,0.022251224897915513
58,No LLM,0.1777282983373744,7.262247466407779,0.44178170746525447
58,One-shot LLM then removed,0.023285234911672004,7.001499973551244,0.4063586012944908
58,Repeated LLM,6.550736164834298e-05,5.259372115442624,0.021372344066322897
59,No LLM,0.1759569222471582,7.2630317672338975,0.44100288619516737
59,One-shot LLM then removed,0.023066887207482897,7.002724768587323,0.4054149923531245
59,Repeated LLM,6.829557056377153e-05,5.217796808111322,0.020536310697281082
60,No LLM,0.17419558219797285,7.263815682619226,0.44022110175864665
60,One-shot LLM then removed,0.02284502609301675,7.00394345512694,0.4044676227226468
60,Repeated LLM,7.110457415828281e-05,5.176503620277247,0.019740520668832875
61,No LLM,0.1724442841248014,7.264598917889941,0.43943635521489843
61,One-shot LLM then removed,0.022619717537212584,7.005155909439711,0.4035165265318405
61,Repeated LLM,7.39329187163869e-05,5.135481824930527,0.018982537995862653
62,No LLM,0.17070303382948424,7.265381170158376,0.4386486478631912
62,One-shot LLM then removed,0.022391046435136352,7.006362025029722,0.402561738433141
62,Repeated LLM,7.67793019748109e-05,5.094717284319818,0.018260085215270675
63,No LLM,0.16897184046176603,7.266162166081219,0.4378579825366792
63,One-shot LLM then removed,0.022159115142392476,7.007561717784132,0.4016032935321825
63,Repeated LLM,7.964256521287894e-05,5.05419257732682,0.0175710339693851
64,No LLM,0.16725071952344522,7.266941703792418,0.43706436487523814
64,One-shot LLM then removed,0.021924042048177106,7.008754923352743,0.4006412273832974
64,Repeated LLM,8.252168544773353e-05,5.013887076453248,0.01691339585815744
65,No LLM,0.16553969236193858,7.267719637266042,0.43626780314984637
65,One-shot LLM then removed,0.021685959940467542,7.009941586724008,0.3996755758971655
65,Repeated LLM,8.541576783679096e-05,4.973776965276038,0.016285313613589904
66,No LLM,0.1638387827185422,7.2684958427859545,0.4354683068223837
66,One-shot LLM then removed,0.021445014865234258,7.011121658729895,0.3987063754680886
66,Repeated LLM,8.832403641248299e-05,4.933835520618007,0.015685053784846005
67,No LLM,0.16214802457297955,7.269270335991827,0.43466589004173234
67,One-shot LLM then removed,0.021201364725974482,7.012295090353991,0.397733662963891
67,Repeated LLM,9.124583493012651e-05,4.8940323694098185,0.015110996046637806
68,No LLM,0.16046745317829011,7.2700431345776,0.43386056789017347
68,One-shot LLM then removed,0.020955177988892883,7.0134618328857465,0.3967574757069008
68,Repeated LLM,9.418060861845705e-05,4.854333506768355,0.014561626626810913
69,No LLM,0.15879710752396087,7.2708143208966,0.43305235764033717
69,One-shot LLM then removed,0.020706632332028106,7.014621852376118,0.39577785109982755
69,Repeated LLM,9.712790504316783e-05,4.814701300972318,0.014035531753773388
70,No LLM,0.15713702654744727,7.27158397730887,0.43224127730590567
70,One-shot LLM then removed,0.020455913567583386,7.015775066117189,0.394794827898318
70,Repeated LLM,0.00010008736812957227,4.775094061466167,0.013531390632091132
71,No LLM,0.15548724831451793,7.272352197861771,0.43142734556890394
71,One-shot LLM then removed,0.020203214253342577,7.016921470889623,0.39380844395369385
71,Repeated LLM,0.0001030587315106432,4.735465575693924,0.013047969077496658
72,No LLM,0.1538478100948936,7.2731190930496545,0.4306105815430169
72,One-shot LLM then removed,0.019948732752794934,7.018061005080217,0.3928187385861268
72,Repeated LLM,0.0001060418138024686,4.695764460069836,0.012584113351691793
73,No LLM,0.15221874765687643,7.273884763578593,0.42979100476756316
73,One-shot LLM then removed,0.01969267201552843,7.019193683563694,0.39182575037573775
73,Repeated LLM,0.0001090365141803365,4.655933344651669,0.01213874448160162
74,No LLM,0.15060008223822113,7.274649149809164,0.42896863080411873
74,One-shot LLM then removed,0.01943523848465553,7.020319508543589,0.39082951859952764
74,Repeated LLM,0.0001120428083456962,4.615907816619123,0.011710852972772507
75,No LLM,0.14899183503323357,7.275412245347333,0.42814347584521834
75,One-shot LLM then removed,0.019176641270983955,7.021438494213001,0.3898300830793661
75,Repeated LLM,0.00011506074488678108,4.575615034592185,0.011299493892089146
76,No LLM,0.1473940367705595,7.276174182334455,0.42731556001445037
76,One-shot LLM then removed,0.01891709111678001,7.02255068134817,0.3888274838801999
76,Repeated LLM,0.00011809044203385882,4.534971880133243,0.010903782289194135
77,No LLM,0.145806685347261,7.276934671955466,0.42648489307226817
77,One-shot LLM then removed,0.018656799546131624,7.023656119530254,0.3878217616439279
77,Repeated LLM,0.00012113208479243745,4.493882439627825,0.010522888943933259
78,No LLM,0.14422980040936906,7.277693775223035,0.4256514926598028
78,One-shot LLM then removed,0.018395977955350553,7.024754878024572,0.3868129572441179
78,Repeated LLM,0.00012418592244732164,4.4522344674224685,0.01015603641528944
79,No LLM,0.14266338459770428,7.278451289858507,0.42481537116457424
79,One-shot LLM then removed,0.018134836826235803,7.025847040540355,0.3858011118354082
79,Repeated LLM,0.00012725226586952768,4.409894269127255,0.0098024956047073
80,No LLM,0.1411074460666332,7.279207152878655,0.4239765433508446
80,One-shot LLM then removed,0.017873584982998108,7.026932704153516,0.3847862667845689
80,Repeated LLM,0.00013033148727584968,4.3666985447638424,0.00946158198492628
81,No LLM,0.1395619897754063,7.279961211795936,0.42313502333758
81,One-shot LLM then removed,0.01761242891101697,7.028011955886329,0.3837684639688393
81,Repeated LLM,0.00013342399864421937,4.322441682600154,0.009132656095821808
82,No LLM,0.13802702565670372,7.280713430038368,0.4222908274984511
82,One-shot LLM then removed,0.01735157209264148,7.029084878298628,0.38274774551381063
82,Repeated LLM,0.00013653018053510143,4.276871859569542,0.00881516649421992
83,No LLM,0.13650255593404984,7.281463620287608,0.42144396985483745
83,One-shot LLM then removed,0.01709121441277265,7.030151537794515,0.3817241538963828
83,Repeated LLM,0.00013964893970454739,4.2297098996010485,0.008508734762266934
84,No LLM,0.13498860060382323,7.282211879869091,0.42059447143171774
84,One-shot LLM then removed,0.01683155159299768,7.031211991180223,0.38069773172663846
84,Repeated LLM,0.0001427729110540056,4.180741079730486,0.008213266518005892
85,No LLM,0.13348516478634603,7.282958067275494,0.4197423481977851
85,One-shot LLM then removed,0.01657277471356447,7.032266257861828,0.3796685221704756
85,Repeated LLM,0.00014588139894755066,4.129983325669673,0.007928887088649026
86,No LLM,0.13199225936658293,7.283702140078173,0.4188876192257948
86,One-shot LLM then removed,0.01631506973676944,7.033314337107738,0.3786365686605993
86,Repeated LLM,0.00014892402713570708,4.07819995591578,0.007655614563051706
87,No LLM,0.13050990685488517,7.284444223541381,0.4180303078540667
87,One-shot LLM then removed,0.016058617158579917,7.034356208834833,0.3776019149420033
87,Repeated LLM,0.00015182486790169488,4.0264875635945545,0.00739269921352617
88,No LLM,0.1290381095362691,7.285184175423406,0.4171704317690804
88,One-shot LLM then removed,0.015803591444782557,7.035391852208614,0.37656460458418684
88,Repeated LLM,0.0001544875196081714,3.9769750637748804,0.007139097340741484
89,No LLM,0.12757688966229902,7.285922134604896,0.416308015414636
89,One-shot LLM then removed,0.015550160891660333,7.036421171124026,0.3755246825516091
89,Repeated LLM,0.00015685472525663803,3.930929259126198,0.00689443118655858
90,No LLM,0.12612624872852926,7.286657991970641,0.4154430777173569
90,One-shot LLM then removed,0.015298487247345982,7.0374441496856175,0.3744821925857722
90,Repeated LLM,0.00015890268022166336,3.8900784829283968,0.006659717359800892
91,No LLM,0.1246861984182576,7.287391768465879,0.4145756413390943
91,One-shot LLM then removed,0.015048725616032077,7.038460664710864,0.37343718043702867
91,Repeated LLM,0.00016069236283660187,3.8539038580224334,0.006436303856516737
92,No LLM,0.12325675022196397,7.288123545477413,0.41370572954264645
92,One-shot LLM then removed,0.01480102405515384,7.039470685369199,0.372389690502477
92,Repeated LLM,0.00016229847600267438,3.8215514639809327,0.006224726426448041
93,No LLM,0.12183789900055247,7.2888531648373185,0.412833361019737
93,One-shot LLM then removed,0.014555523511744961,7.04047417043292,0.37133976786839573
93,Repeated LLM,0.00016378945063084266,3.7918757010710102,0.006024320384509389
94,No LLM,0.12042965172445,7.289580649045984,0.411958558815722
94,One-shot LLM then removed,0.014312357701484684,7.041471067948359,0.3702874580681304
94,Repeated LLM,0.00016521312771498165,3.7638428638121937,0.005833752368123643
95,No LLM,0.11903201389947368,7.290306058115231,0.4110813460845322
95,One-shot LLM then removed,0.014071652955631049,7.042461349372554,0.3692328065826165
95,Repeated LLM,0.00016659612387441905,3.7367596283747693,0.005651776594327329
96,No LLM,0.11764497492590056,7.291029214857615,0.4102017413987547
96,One-shot LLM then removed,0.013833528206247296,7.043444992067801,0.3681758593079685
96,Repeated LLM,0.00016795219043203204,3.710138597187828,0.005477407554636139
97,No LLM,0.11626853434737351,7.291750101860358,0.40931976696362216
97,One-shot LLM then removed,0.013598094942206033,7.0444219866352125,0.36711666235749396
97,Repeated LLM,0.00016928482726902413,3.683790731352316,0.005310268376676591
98,No LLM,0.11490269214874914,7.292468710566192,0.4084354458294966
98,One-shot LLM then removed,0.013365457202202974,7.045392344993224,0.3660552618796049
98,Repeated LLM,0.00017059109910801977,3.6577079290659533,0.005150556974117898
99,No LLM,0.11354744628119345,7.2931850450300075,0.40754880060922505
99,One-shot LLM then removed,0.013135711613982718,7.0463560803756735,0.3649917043855872
99,Repeated LLM,0.00017186017071772018,3.6321431391424337,0.004999197216421184
100,No LLM,0.11220278548498125,7.293898961859773,0.40665985162303475
100,One-shot LLM then removed,0.012908947445424163,7.047313206004793,0.36392603666308665
100,Repeated LLM,0.0001730754867948544,3.6075228931676424,0.004857440436027959
101,No LLM,0.11086870614216261,7.294610432853625,0.4057686220414203
101,One-shot LLM then removed,0.012685246685112927,7.0482637400748365,0.36285830566944677
101,Repeated LLM,0.00017421785835222705,3.5843715276334214,0.004726576731885984
102,No LLM,0.10954520683749054,7.295319483395961,0.4048751361557687
102,One-shot LLM then removed,0.012464684126733403,7.049207703844909,0.36178855850785874
102,Repeated LLM,0.00017526947888521204,3.563385864500901,0.004607713108519138
103,No LLM,0.10823227874131693,7.296026029737237,0.4039794166783317
103,One-shot LLM then removed,0.012247327499634789,7.050145122503606,0.3607168423171022
103,Repeated LLM,0.000176232707782629,3.544605113620017,0.004500251472822334
104,No LLM,0.1069299161589573,7.296730043838194,0.40308148771055685
104,One-shot LLM then removed,0.012033237642689761,7.05107599453246,0.35964320486364654
104,Repeated LLM,0.00017711979515981952,3.5278579538573602,0.004402899423986468
105,No LLM,0.10563811695149451,7.297431559935109,0.4021813749267097
105,One-shot LLM then removed,0.011822468619291,7.052000341177299,0.358567693651384
105,Repeated LLM,0.00017794933764049922,3.512713239567554,0.004313802344025604
106,No LLM,0.10435687313594658,7.29813055106292,0.4012791027099168
106,One-shot LLM then removed,0.011615067918278628,7.05291816986178,0.35749035642322646
106,Repeated LLM,0.00017873856485595352,3.498680189744913,0.004231133443659942
107,No LLM,0.10308617395931646,7.29882695302701,0.4003746952697338
107,One-shot LLM then removed,0.011411076670708415,7.053829462147402,0.3564112416331101
107,Repeated LLM,0.00017949913373043158,3.4853757689691474,0.0041535189567110595
108,No LLM,0.10182601085238407,7.29952074942465,0.39946817794585
108,One-shot LLM then removed,0.011210529787492053,7.054734253740017,0.35533039677320605
108,Repeated LLM,0.00018023707554080379,3.472585843162381,0.004080174608944876
109,No LLM,0.10057637432588859,7.300211924777267,0.3985595763064177
109,One-shot LLM then removed,0.011013456279713186,7.055632498682355,0.3542478710460602
109,Repeated LLM,0.0001809554936337607,3.460174690821123,0.0040106401941913785
110,No LLM,0.09933725432695167,7.300900472559235,0.3976489162189124
110,One-shot LLM then removed,0.010819879345540044,7.056524224423077,0.3531637122843262
110,Repeated LLM,0.0001816543771262214,3.4481518747074515,0.003944893286927973
111,No LLM,0.09810863893677896,7.301586370765437,0.3967362235121351
111,One-shot LLM then removed,0.01062981674796538,7.057409436803982,0.3520779691775532
111,Repeated LLM,0.00018233315935378837,3.4365398203357724,0.003882954606690636
112,No LLM,0.09689051648297417,7.302269612960714,0.39582152451479
112,One-shot LLM then removed,0.010443281017691965,7.05828809907035,0.35099069102098446
112,Repeated LLM,0.0001829908000841636,3.42540381376273,0.0038249139110350275
113,No LLM,0.09568287552503202,7.302950226213362,0.3949048459895793
113,One-shot LLM then removed,0.010260279614634635,7.05916023061134,0.3499019263177381
113,Repeated LLM,0.00018362806317549508,3.414738203000818,0.0037705636157730235
114,No LLM,0.09448569705791064,7.3036281268882774,0.3939862129458975
114,One-shot LLM then removed,0.010080815261734065,7.060025855569922,0.34881172362094903
114,Repeated LLM,0.00018424700094971837,3.4044811512516397,0.00371950806430466
115,No LLM,0.09329896524672505,7.3043032929792275,0.3930656517264143
115,One-shot LLM then removed,0.009904886273608967,7.060884973780304,0.3477201319721571
115,Repeated LLM,0.0001848500681637377,3.3945476420946235,0.0036712984788368663
116,No LLM,0.0921226633945143,7.304975701021382,0.39214318881678584
116,One-shot LLM then removed,0.009732486637300615,7.061737597735558,0.3466272002637769
116,Repeated LLM,0.00018543934460239016,3.3848555149018376,0.0036255494073073056
117,No LLM,0.09095677409785632,7.305645327863135,0.3912188508804057
117,One-shot LLM then removed,0.009563606399975402,7.062583726060767,0.34553297774153485
117,Repeated LLM,0.00018601614230433856,3.3753498105143445,0.0035820072984398452
118,No LLM,0.0898012814330576,7.30631218527197,0.39029266536070784
118,One-shot LLM then removed,0.009398231983761062,7.063423349977227,0.34443751390005484
118,Repeated LLM,0.00018658113789351115,3.3660057255288796,0.00354053556938538
119,No LLM,0.08865616471472632,7.3069762248314465,0.3893646587862522
119,One-shot LLM then removed,0.009236346356682534,7.064256479050369,0.3433408579946706
119,Repeated LLM,0.0001871346634937526,3.3568160803573934,0.003501065983438742
120,No LLM,0.08752140403912517,7.307637418860528,0.38843485824502755
120,One-shot LLM then removed,0.009077929367991148,7.065083107454116,0.34224305959053736
120,Repeated LLM,0.00018767696787614534,3.3477779722586516,0.0034635454136401193
